FRS Id,Zip Code,Address,County,Latitude,Longitude,Total reported CO2e emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Biogenic CO2 emissions (metric tons),Plant Id,Plant Name,Plant State,AER Fuel Type Code,Total Fuel Consumption MMBtu,Net Generation (Megawatthours)
,,,,,,,,,,104,J S Eastwood,CA,Hydro,0,234070
110009570259,67851,2440 HOLCOMB LANE,Finney,37.9306,-100.9725,1585771.366,1573346.9,4544.75,,108,Holcomb,KS,Natural Gas,133230,9964.201
110009570259,67851,2440 HOLCOMB LANE,Finney,37.9306,-100.9725,1585771.366,1573346.9,4544.75,,108,Holcomb,KS,Coal,15996142,1462250.8
,,,,,,,,,,109,Dillingham,AK,Fuel Oil,183675,19005
110017206192,86032,4801 FRONTAGE ROAD,Navajo,34.9394,-110.3033,4084002.118,4051279.6,11969.5,,113,Cholla,AZ,Coal,0,0
110017206192,86032,4801 FRONTAGE ROAD,Navajo,34.9394,-110.3033,4084002.118,4051279.6,11969.5,,113,Cholla,AZ,Fuel Oil,28336,2588.323
110017206192,86032,4801 FRONTAGE ROAD,Navajo,34.9394,-110.3033,4084002.118,4051279.6,11969.5,,113,Cholla,AZ,Natural Gas,1311,117.433
110017206192,86032,4801 FRONTAGE ROAD,Navajo,34.9394,-110.3033,4084002.118,4051279.6,11969.5,,113,Cholla,AZ,Coal,39606857,3612301.2
,,,,,,,,,,114,Douglas,AZ,Fuel Oil,3923,141
110009526539,85281,1500 EAST UNIVERSITY,Maricopa,33.4225,-111.9122,202947.196,202740.6,94.25,,116,Ocotillo,AZ,Natural Gas,502352,24040
110009526539,85281,1500 EAST UNIVERSITY,Maricopa,33.4225,-111.9122,202947.196,202740.6,94.25,,116,Ocotillo,AZ,Natural Gas,2794126,246720
110017422145,85043,4606 WEST HADLEY,Maricopa,33.4417,-112.1583,1391552.284,1390520.4,470.75,,117,West Phoenix,AZ,Natural Gas,0,686163
110017422145,85043,4606 WEST HADLEY,Maricopa,33.4417,-112.1583,1391552.284,1390520.4,470.75,,117,West Phoenix,AZ,Natural Gas,7448213,733091
110017422145,85043,4606 WEST HADLEY,Maricopa,33.4417,-112.1583,1391552.284,1390520.4,470.75,,117,West Phoenix,AZ,Coal,0,0
110017422145,85043,4606 WEST HADLEY,Maricopa,33.4417,-112.1583,1391552.284,1390520.4,470.75,,117,West Phoenix,AZ,Fuel Oil,0,0
110017422145,85043,4606 WEST HADLEY,Maricopa,33.4417,-112.1583,1391552.284,1390520.4,470.75,,117,West Phoenix,AZ,Natural Gas,17588302,1537589
110017422145,85043,4606 WEST HADLEY,Maricopa,33.4417,-112.1583,1391552.284,1390520.4,470.75,,117,West Phoenix,AZ,Natural Gas,559532,28139
110041968902,85245,MAIL POST 228,Pinal,32.5517,-111.3,80652.948,80570.2,37.75,,118,Saguaro,AZ,Fuel Oil,0,0
110041968902,85245,MAIL POST 228,Pinal,32.5517,-111.3,80652.948,80570.2,37.75,,118,Saguaro,AZ,Natural Gas,1472436,109365
110001695407,85364,7522 S SOMERTON AVE,Yuma,32.7214,-114.7097,306555.328,306237.2,143.5,,120,Yucca,AZ,Fuel Oil,38453,3093.585
110001695407,85364,7522 S SOMERTON AVE,Yuma,32.7214,-114.7097,306555.328,306237.2,143.5,,120,Yucca,AZ,Natural Gas,2003899,165689.42
110001695407,85364,7522 S SOMERTON AVE,Yuma,32.7214,-114.7097,306555.328,306237.2,143.5,,120,Yucca,AZ,Natural Gas,3085496,287994
110002569569,85705,2501 N FLOWING WELLS ROAD,Pima,32.2511,-110.9889,4244.184,4239.8,2,,124,Demoss Petrie,AZ,Natural Gas,85369,5154
110000472097,85714,3950 E IRVINGTON ROAD,Pima,32.16,-110.9047,866015.55,865066.6,420,15943.8,126,H Wilson Sundt Generating Station,AZ,Fuel Oil,0,0
110000472097,85714,3950 E IRVINGTON ROAD,Pima,32.16,-110.9047,866015.55,865066.6,420,15943.8,126,H Wilson Sundt Generating Station,AZ,Natural Gas,226963,17489
110000472097,85714,3950 E IRVINGTON ROAD,Pima,32.16,-110.9047,866015.55,865066.6,420,15943.8,126,H Wilson Sundt Generating Station,AZ,Coal,0,0
110000472097,85714,3950 E IRVINGTON ROAD,Pima,32.16,-110.9047,866015.55,865066.6,420,15943.8,126,H Wilson Sundt Generating Station,AZ,Natural Gas,15916283,1394934
110000472097,85714,3950 E IRVINGTON ROAD,Pima,32.16,-110.9047,866015.55,865066.6,420,15943.8,126,H Wilson Sundt Generating Station,AZ,Coal,0,0
110000460153,76373,12567 FM RD 3430,Wilbarger,34.0825,-99.1753,3688413.522,3659497.9,10577,,127,Oklaunion,TX,Coal,0,0
110000460153,76373,12567 FM RD 3430,Wilbarger,34.0825,-99.1753,3688413.522,3659497.9,10577,,127,Oklaunion,TX,Fuel Oil,47547,4486.562
110000460153,76373,12567 FM RD 3430,Wilbarger,34.0825,-99.1753,3688413.522,3659497.9,10577,,127,Oklaunion,TX,Coal,34693730,3315569.4
110000499764,29468,553 CROSS STATION ROAD,Berkeley,33.3692,-80.1119,9771695.678,9699570.9,26378.5,,130,Cross,SC,Coal,2432094,247239.69
110000499764,29468,553 CROSS STATION ROAD,Berkeley,33.3692,-80.1119,9771695.678,9699570.9,26378.5,,130,Cross,SC,Fuel Oil,213670,21230.977
110000499764,29468,553 CROSS STATION ROAD,Berkeley,33.3692,-80.1119,9771695.678,9699570.9,26378.5,,130,Cross,SC,Coal,93436018,9276125.3
110041142304,32708,STATE HIGHWAY 17,Putnam,29.7333,-81.6339,7474687.224,7400731.6,36105.75,,136,Seminole (FL),FL,Coal,77020036,7688212.9
110041142304,32708,STATE HIGHWAY 17,Putnam,29.7333,-81.6339,7474687.224,7400731.6,36105.75,,136,Seminole (FL),FL,Fuel Oil,202819,20220.113
110000780851,85303,7302 W NORTHERN AVE,Maricopa,33.5542,-112.2161,103493.616,103388.4,48,,141,Agua Fria,AZ,Fuel Oil,0,-19.069
110000780851,85303,7302 W NORTHERN AVE,Maricopa,33.5542,-112.2161,103493.616,103388.4,48,,141,Agua Fria,AZ,Natural Gas,105809,3938.069
110000780851,85303,7302 W NORTHERN AVE,Maricopa,33.5542,-112.2161,103493.616,103388.4,48,,141,Agua Fria,AZ,Solar,2562,281
110000780851,85303,7302 W NORTHERN AVE,Maricopa,33.5542,-112.2161,103493.616,103388.4,48,,141,Agua Fria,AZ,Fuel Oil,0,0
110000780851,85303,7302 W NORTHERN AVE,Maricopa,33.5542,-112.2161,103493.616,103388.4,48,,141,Agua Fria,AZ,Natural Gas,1847421,144412
,,,,,,,,,,145,Horse Mesa,AZ,Hydro,274188,29987
,,,,,,,,,,145,Horse Mesa,AZ,Hydro,0,20136
110009523319,85283,7005 S KYRENE RD,Maricopa,33.3544,-111.9364,331106.224,330770.3,153.25,,147,Kyrene,AZ,Natural Gas,160199,301721
110009523319,85283,7005 S KYRENE RD,Maricopa,33.3544,-111.9364,331106.224,330770.3,153.25,,147,Kyrene,AZ,Natural Gas,6181179,550048
110009523319,85283,7005 S KYRENE RD,Maricopa,33.3544,-111.9364,331106.224,330770.3,153.25,,147,Kyrene,AZ,Fuel Oil,0,0
110009523319,85283,7005 S KYRENE RD,Maricopa,33.3544,-111.9364,331106.224,330770.3,153.25,,147,Kyrene,AZ,Natural Gas,44469,1441
,,,,,,,,,,148,Mormon Flat,AZ,Hydro,109089,11964
,,,,,,,,,,148,Mormon Flat,AZ,Hydro,0,5226
,,,,,,,,,,149,Roosevelt,AZ,Hydro,531343,58274
,,,,,,,,,,150,Stewart Mountain,AZ,Hydro,234605,25730
,,,,,,,,,,151,McClure,CA,Fuel Oil,27617,1519.544
,,,,,,,,,,151,McClure,CA,Natural Gas,26144,1438.456
,,,,,,,,,,152,Davis Dam,AZ,Hydro,10059989,1103311
,,,,,,,,,,153,Glen Canyon Dam,AZ,Hydro,36093631,3958503
,,,,,,,,,,154,Hoover Dam (NV),NV,Hydro,16545942,1814646
,,,,,,,,,,159,Lake Creek Dam,UT,Hydro,25101,2753
110043804390,85606,3525 N US HWY 191,Cochise,32.0619,-109.8931,1441197.43,1434699.9,2441.75,,160,Apache Station,AZ,Fuel Oil,0,0
110043804390,85606,3525 N US HWY 191,Cochise,32.0619,-109.8931,1441197.43,1434699.9,2441.75,,160,Apache Station,AZ,Natural Gas,739070,57129
110043804390,85606,3525 N US HWY 191,Cochise,32.0619,-109.8931,1441197.43,1434699.9,2441.75,,160,Apache Station,AZ,Coal,537255,46134.185
110043804390,85606,3525 N US HWY 191,Cochise,32.0619,-109.8931,1441197.43,1434699.9,2441.75,,160,Apache Station,AZ,Natural Gas,12350811,1092913.8
110043804390,85606,3525 N US HWY 191,Cochise,32.0619,-109.8931,1441197.43,1434699.9,2441.75,,160,Apache Station,AZ,Coal,6502907,577166.01
,,,,,,,,,,161,Turlock Lake,CA,Hydro,80575,8837
,,,,,,,,,,162,Hickman,CA,Hydro,41916,4597
110000598489,74337,8142 HWY 412B,Mayes,36.1906,-95.2889,1508976.922,1503525.1,2080.25,,165,GREC,OK,Natural Gas,0,781699
110000598489,74337,8142 HWY 412B,Mayes,36.1906,-95.2889,1508976.922,1503525.1,2080.25,,165,GREC,OK,Fuel Oil,0,0
110000598489,74337,8142 HWY 412B,Mayes,36.1906,-95.2889,1508976.922,1503525.1,2080.25,,165,GREC,OK,Natural Gas,15751565,1499223
110000598489,74337,8142 HWY 412B,Mayes,36.1906,-95.2889,1508976.922,1503525.1,2080.25,,165,GREC,OK,Natural Gas,654419,32471.476
110000598489,74337,8142 HWY 412B,Mayes,36.1906,-95.2889,1508976.922,1503525.1,2080.25,,165,GREC,OK,Coal,5605261,368909.52
,,,,,,,,,,166,Carpenter,AR,Hydro,1131333,124077
110032984144,72105,HIGHWAY 270 9 MILES WEST OF MALVERN,Hot Spring,34.4341,-92.9046,190302.044,190108.6,88.25,,170,Lake Catherine,AR,Natural Gas,3498735,289084
,,,,,,,,,,172,Osceola (AR),AR,Fuel Oil,0,0
,,,,,,,,,,174,Remmel,AR,Hydro,349327,38312
,,,,,,,,,,180,Volta 2,CA,Hydro,48582,5328
,,,,,,,,,,182,Beaver Dam,AR,Hydro,1088507,119380
,,,,,,,,,,187,Degray,AR,Hydro,338961,37109
,,,,,,,,,,187,Degray,AR,Hydro,0,40245
,,,,,,,,,,188,Greers Ferry Lake,AR,Hydro,1832308,200955
,,,,,,,,,,193,Municipal Light,AR,Fuel Oil,0,0
,,,,,,,,,,193,Municipal Light,AR,Natural Gas,0,0
,,,,,,,,,,195,Narrows (AR),AR,Hydro,188204,20641
,,,,,,,,,,196,Norfork,AR,Hydro,1455517,159631
,,,,,,,,,,197,Blakely Mountain,AR,Hydro,1668238,182961
,,,,,,,,,,198,Bull Shoals,AR,Hydro,5677138,622630
,,,,,,,,,,199,Dardanelle,AR,Hydro,5738640,629375
110007409571,72949,6006 Lock and Dam Road,Franklin,35.4617,-93.8053,138427.622,138296.9,59.5,,201,Thomas Fitzhugh,AR,Fuel Oil,0,0
110007409571,72949,6006 Lock and Dam Road,Franklin,35.4617,-93.8053,138427.622,138296.9,59.5,,201,Thomas Fitzhugh,AR,Natural Gas,0,72482
110007409571,72949,6006 Lock and Dam Road,Franklin,35.4617,-93.8053,138427.622,138296.9,59.5,,201,Thomas Fitzhugh,AR,Fuel Oil,0,0
110007409571,72949,6006 Lock and Dam Road,Franklin,35.4617,-93.8053,138427.622,138296.9,59.5,,201,Thomas Fitzhugh,AR,Natural Gas,2503264,200380
110043797077,72006,585 Woodruff 816,Woodruff,35.2597,-91.3631,12509.97,12502,3.5,,202,Carl Bailey,AR,Natural Gas,181009,14199
110000450985,71701,1625 Bradley Ferry Road,Ouachita,33.5648,-92.7917,44537.024,44490.8,20,,203,McClellan (AR),AR,Natural Gas,760049,61046
,,,,,,,,,,207,St Johns River Power Park,FL,Coal,0,0
,,,,,,,,,,207,St Johns River Power Park,FL,Natural Gas,0,0
,,,,,,,,,,210,Wolf Creek Generating Station,KS,Nuclear,95932284,9168289
,,,,,,,,,,214,Alta Powerhouse,CA,Hydro,31348,3438
,,,,,,,,,,217,Balch 1,CA,Hydro,751688,82440
,,,,,,,,,,218,Balch 2,CA,Hydro,3678703,403455
,,,,,,,,,,219,Belden,CA,Hydro,2131797,233801
,,,,,,,,,,220,Bucks Creek,CA,Hydro,1194712,131028
,,,,,,,,,,221,Butt Valley,CA,Hydro,532855,58440
,,,,,,,,,,222,Caribou 1,CA,Hydro,1042816,114369
,,,,,,,,,,223,Caribou 2,CA,Hydro,3267955,358407
,,,,,,,,,,225,Chili Bar,CA,Hydro,248465,27250
,,,,,,,,,,227,Coleman PH,CA,Hydro,413074,45303
,,,,,,,,,,229,Cow Creek,CA,Hydro,34511,3785
,,,,,,,,,,231,Cresta,CA,Hydro,1732576,190017
,,,,,,,,,,232,De Sabla,CA,Hydro,543954,59657
,,,,,,,,,,233,Deer Creek PH,CA,Hydro,191569,21010
,,,,,,,,,,235,Drum 1,CA,Hydro,783272,85904
,,,,,,,,,,236,Drum 2,CA,Hydro,2108474,231243
,,,,,,,,,,237,Dutch Flat,CA,Hydro,634239,69559
,,,,,,,,,,238,El Dorado,CA,Hydro,539649,59185
,,,,,,,,,,239,Electra,CA,Hydro,2886166,316535
,,,,,,,,,,240,Haas,CA,Hydro,3294662,361336
,,,,,,,,,,241,Halsey,CA,Hydro,346612,38014
,,,,,,,,,,242,Hamilton Branch,CA,Hydro,41104,4508
,,,,,,,,,,243,Hat Creek 1,CA,Hydro,285258,31285
,,,,,,,,,,244,Hat Creek 2,CA,Hydro,382947,41999
110000610278,95503,1000 KING SALMON AVE,Humboldt,40.7415,-124.2103,161699.728,161530.3,76.75,,246,Humboldt Bay,CA,Fuel Oil,15812,1798.625
110000610278,95503,1000 KING SALMON AVE,Humboldt,40.7415,-124.2103,161699.728,161530.3,76.75,,246,Humboldt Bay,CA,Natural Gas,3356863,382063.38
,,,,,,,,,,248,Inskip,CA,Hydro,0,0
,,,,,,,,,,249,James B Black,CA,Hydro,4958468,543811
,,,,,,,,,,250,Kerckhoff,CA,Hydro,0,0
,,,,,,,,,,253,Kilarc,CA,Hydro,76143,8351
,,,,,,,,,,254,Kings River PH,CA,Hydro,1223397,134174
,,,,,,,,,,255,Lime Saddle,CA,Hydro,27629,3030
,,,,,,,,,,262,Narrows PH,CA,Hydro,208648,22883
,,,,,,,,,,264,Phoenix,CA,Hydro,51690,5669
,,,,,,,,,,265,Pit 1,CA,Hydro,2070490,227077
,,,,,,,,,,266,Pit 3,CA,Hydro,2350811,257821
,,,,,,,,,,267,Pit 4,CA,Hydro,3621552,397187
,,,,,,,,,,268,Pit 5,CA,Hydro,5588048,612859
,,,,,,,,,,269,Pit 6,CA,Hydro,2448283,268511
,,,,,,,,,,270,Pit 7,CA,Hydro,3291671,361008
,,,,,,,,,,272,Poe,CA,Hydro,4069026,446263
,,,,,,,,,,274,Potter Valley,CA,Hydro,119565,13113
,,,,,,,,,,275,Rock Creek,CA,Hydro,3026557,331932
,,,,,,,,,,276,San Joaquin 2,CA,Hydro,3237,355
,,,,,,,,,,277,San Joaquin 3,CA,Hydro,0,0
,,,,,,,,,,279,Salt Springs,CA,Hydro,1146433,125733
,,,,,,,,,,280,South,CA,Hydro,228761,25089
,,,,,,,,,,281,Spaulding 1,CA,Hydro,40997,4496
,,,,,,,,,,282,Spaulding 2,CA,Hydro,81214,8907
,,,,,,,,,,283,Spaulding 3,CA,Hydro,282,31
,,,,,,,,,,284,Spring Gap,CA,Hydro,273356,29980
,,,,,,,,,,285,Stanislaus,CA,Hydro,3038666,333260
,,,,,,,,,,287,Tiger Creek,CA,Hydro,2073861,227447
,,,,,,,,,,289,Tule River,CA,Hydro,10,1
,,,,,,,,,,290,Volta 1,CA,Hydro,449609,49310
,,,,,,,,,,291,West Point PH,CA,Hydro,629489,69038
,,,,,,,,,,292,Wise,CA,Hydro,598206,65607
,,,,,,,,,,293,A G Wishon,CA,Hydro,233894,25652
,,,,,,,,,,294,Copco 1,CA,Hydro,673965,73916
,,,,,,,,,,295,Copco 2,CA,Hydro,845420,92720
,,,,,,,,,,296,Fall Creek,CA,Hydro,35844,3931
,,,,,,,,,,297,Iron Gate,CA,Hydro,811384,88987
,,,,,,,,,,299,Blundell,UT,Geothermal,2033779,223051
,,,,,,,,,,313,Green Lake,AK,Hydro,476598,52270
,,,,,,,,,,314,Drop 5,CA,Hydro,102706,11264
,,,,,,,,,,316,Sepulveda Canyon,CA,Hydro,0,0
,,,,,,,,,,317,Big Creek 1,CA,Hydro,3143586,344767
,,,,,,,,,,318,Big Creek 2,CA,Hydro,2933488,321725
,,,,,,,,,,319,Big Creek 3,CA,Hydro,6189017,678769
,,,,,,,,,,320,Big Creek 4,CA,Hydro,2550542,279726
,,,,,,,,,,321,Big Creek 8,CA,Hydro,2239253,245586
,,,,,,,,,,322,Big Creek 2A,CA,Hydro,4077568,447135
,,,,,,,,,,323,Bishop Creek 2,CA,Hydro,254738,27938
,,,,,,,,,,324,Bishop Creek 3,CA,Hydro,256408,28121
,,,,,,,,,,325,Bishop Creek 4,CA,Hydro,433388,47531
,,,,,,,,,,326,Bishop Creek 5,CA,Hydro,148367,16272
,,,,,,,,,,327,Bishop Creek 6,CA,Hydro,53523,5870
,,,,,,,,,,328,Borel,CA,Hydro,0,-217
,,,,,,,,,,332,Fontana,CA,Hydro,23207,2545
,,,,,,,,,,336,Kaweah 2,CA,Hydro,55129,6046
,,,,,,,,,,337,Kaweah 1,CA,Hydro,40702,4464
,,,,,,,,,,338,Kaweah 3,CA,Hydro,107537,11794
,,,,,,,,,,339,Kern River 3,CA,Hydro,1095255,120120
,,,,,,,,,,340,Kern River 1,CA,Hydro,1462089,160352
